PassengerId,Passenger_No,Passenger_group,HomePlanet,CryoSleep,Cabin,Cabin_Deck,Cabin_Side,Cabin_DS,Destination,Age,Age_Catg,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Total_Expenses,Name,Transported
3830_01,01,3830,Earth,False,G/627/S,G,S,GS,55 Cancri e,34.0,21-40,False,71.0,0.0,242.0,393.0,0.0,464.0,Racey Powery,False
3831_01,01,3831,Mars,False,D/123/S,D,S,DS,TRAPPIST-1e,73.0,60+,False,799.0,0.0,190.0,68.0,0.0,867.0,Pikes Nan,False
3832_01,01,3832,Earth,False,G/627/P,G,P,GP,TRAPPIST-1e,40.0,21-40,False,1387.0,614.0,1564.0,5.0,0.0,1392.0,Bonyam Litthews,False
3835_01,01,3835,Earth,False,E/255/S,E,S,ES,PSO J318.5-22,63.0,60+,False,1.0,897.0,0.0,0.0,8.0,9.0,Berna Tersony,False
3836_01,01,3836,Mars,False,F/723/S,F,S,FS,TRAPPIST-1e,21.0,21-40,False,1060.0,0.0,91.0,0.0,0.0,1060.0,,True
3838_01,01,3838,Earth,False,E/227/P,E,P,EP,TRAPPIST-1e,21.0,21-40,False,28.0,580.0,0.0,0.0,236.0,264.0,Billya Estiagosen,True
3839_01,01,3839,Mars,False,E/228/P,E,P,EP,TRAPPIST-1e,23.0,21-40,False,418.0,4.0,627.0,0.0,0.0,418.0,Puffes Kine,False
3841_01,01,3841,Mars,False,F/793/P,F,P,FP,TRAPPIST-1e,31.0,21-40,False,1049.0,31.0,227.0,2.0,0.0,1051.0,Goldch Kashe,False
3842_01,01,3842,Earth,False,F/794/P,F,P,FP,55 Cancri e,41.0,41-60,False,312.0,89.0,44.0,0.0,252.0,564.0,Lynnee Vinston,False
3846_01,01,3846,Earth,True,G/630/P,G,P,GP,TRAPPIST-1e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Tracia Hahnstonsen,True
3847_01,01,3847,Europa,False,C/126/P,C,P,CP,TRAPPIST-1e,36.0,21-40,False,90.0,2050.0,0.0,15.0,1244.0,1349.0,Gatrino Reshory,False
3848_01,01,3848,Earth,False,F/795/P,F,P,FP,TRAPPIST-1e,24.0,21-40,False,4.0,314.0,0.0,0.0,428.0,432.0,Warry Jacostaney,False
3849_01,01,3849,Earth,False,G/631/P,G,P,GP,TRAPPIST-1e,27.0,21-40,False,0.0,253.0,0.0,79.0,421.0,500.0,Timmy Santry,False
3850_01,01,3850,Europa,False,C/137/S,C,S,CS,55 Cancri e,24.0,21-40,False,38.0,257.0,0.0,54.0,4184.0,4276.0,Keidhma Unteckery,False
3850_02,02,3850,Europa,True,C/137/S,C,S,CS,55 Cancri e,19.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Astula Unteckery,True
3850_03,03,3850,Europa,False,C/137/S,C,S,CS,TRAPPIST-1e,25.0,21-40,False,0.0,6130.0,0.0,36.0,1.0,37.0,Achib Unteckery,True
3850_04,04,3850,Europa,True,C/137/S,C,S,CS,55 Cancri e,39.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alchium Unteckery,True
3850_05,05,3850,Europa,True,C/137/S,C,S,CS,TRAPPIST-1e,15.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Thallah Unteckery,True
3850_06,06,3850,Europa,False,C/137/S,C,S,CS,TRAPPIST-1e,31.0,21-40,False,0.0,1565.0,0.0,97.0,1678.0,1775.0,Sabiark Unteckery,True
3850_07,07,3850,Europa,True,C/137/S,C,S,CS,55 Cancri e,25.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Azharga Chuble,True
3851_01,01,3851,Europa,False,C/127/P,C,P,CP,TRAPPIST-1e,57.0,41-60,False,205.0,4415.0,0.0,1589.0,305.0,2099.0,Alino Namsheary,False
3852_01,01,3852,Mars,True,F/796/P,F,P,FP,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Tive Tepie,True
3853_01,01,3853,Earth,False,F/725/S,F,S,FS,PSO J318.5-22,18.0,0-20,False,16.0,6.0,735.0,0.0,0.0,16.0,Jeane Herreras,True
3854_01,01,3854,Earth,True,G/632/P,G,P,GP,TRAPPIST-1e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Racey Carsoning,True
3856_01,01,3856,Earth,False,F/726/S,F,S,FS,TRAPPIST-1e,23.0,21-40,False,339.0,754.0,7.0,0.0,0.0,339.0,Ward Alvasquez,True
3857_01,01,3857,Europa,True,E/230/P,E,P,EP,55 Cancri e,34.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Eltard Dreamspric,True
3862_01,01,3862,Mars,True,F/729/S,F,S,FS,55 Cancri e,38.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Rohs Paie,True
3862_02,02,3862,Mars,False,E/256/S,E,S,ES,TRAPPIST-1e,21.0,21-40,False,2627.0,0.0,597.0,0.0,0.0,2627.0,Blakes Ple,True
3862_03,03,3862,Mars,True,E/256/S,E,S,ES,TRAPPIST-1e,31.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,,False
3862_04,04,3862,Mars,False,D/124/S,D,S,DS,TRAPPIST-1e,13.0,0-20,False,974.0,0.0,1883.0,0.0,505.0,1479.0,Herms Cako,False
3862_05,05,3862,Mars,False,F/729/S,F,S,FS,TRAPPIST-1e,54.0,41-60,False,149.0,981.0,215.0,0.0,0.0,149.0,Cherry Paie,True
3862_06,06,3862,Mars,False,F/729/S,F,S,FS,TRAPPIST-1e,13.0,0-20,False,1008.0,667.0,8.0,0.0,0.0,1008.0,Bants Cako,False
3862_07,07,3862,Mars,False,D/124/S,D,S,DS,TRAPPIST-1e,18.0,0-20,False,12.0,0.0,1105.0,658.0,16.0,686.0,Chex Ple,False
3864_01,01,3864,Europa,True,D/125/S,D,S,DS,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Ionium Dertering,True
3866_01,01,3866,Earth,False,F/797/P,F,P,FP,TRAPPIST-1e,43.0,41-60,False,0.0,0.0,7.0,0.0,963.0,963.0,Lis Hendrys,False
3867_01,01,3867,Earth,False,F/798/P,F,P,FP,TRAPPIST-1e,56.0,41-60,False,3.0,0.0,768.0,0.0,0.0,3.0,Tyle Guerson,True
3868_01,01,3868,Earth,False,F/731/S,F,S,FS,TRAPPIST-1e,63.0,60+,False,1540.0,0.0,0.0,0.0,1.0,1541.0,Brie Braymon,False
3868_02,02,3868,Earth,False,G/630/S,G,S,GS,TRAPPIST-1e,9.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Thell Braymon,True
3868_03,03,3868,Earth,False,G/630/S,G,S,GS,TRAPPIST-1e,9.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Joanry Braymon,False
3868_04,04,3868,Earth,False,G/630/S,G,S,GS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Harrie Braymon,True
3868_05,05,3868,Earth,False,F/731/S,F,S,FS,55 Cancri e,16.0,0-20,False,0.0,0.0,623.0,40.0,209.0,249.0,Darry Braymon,True
3868_06,06,3868,Earth,True,G/630/S,G,S,GS,TRAPPIST-1e,42.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Line Braymon,True
3868_07,07,3868,Earth,True,G/630/S,G,S,GS,TRAPPIST-1e,9.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Hene Braymon,False
3870_01,01,3870,Europa,True,B/148/S,B,S,BS,55 Cancri e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Izarino Gemoserad,True
3871_01,01,3871,Europa,True,B/149/S,B,S,BS,55 Cancri e,47.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Megrezn Flourbent,True
3872_01,01,3872,Mars,True,F/799/P,F,P,FP,TRAPPIST-1e,30.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Cupers Quart,True
3873_01,01,3873,Earth,False,F/800/P,F,P,FP,TRAPPIST-1e,29.0,21-40,False,2478.0,0.0,31.0,4.0,11.0,2493.0,Violey Pearsalason,False
3874_01,01,3874,Earth,False,G/631/S,G,S,GS,TRAPPIST-1e,27.0,21-40,False,86.0,218.0,0.0,0.0,479.0,565.0,Clindy Lambleyoun,False
3874_02,02,3874,Earth,False,E/258/S,E,S,ES,TRAPPIST-1e,22.0,21-40,False,158.0,1556.0,1189.0,845.0,96.0,1099.0,Frandy Lambleyoun,True
3875_01,01,3875,Earth,False,E/232/P,E,P,EP,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,3.0,785.0,0.0,785.0,Teremy Garzaley,False
3879_01,01,3879,Mars,False,F/801/P,F,P,FP,55 Cancri e,31.0,21-40,False,796.0,0.0,70.0,595.0,0.0,1391.0,Spies Nache,False
3883_01,01,3883,Europa,True,B/150/S,B,S,BS,55 Cancri e,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Mergas Unreezy,True
3883_02,02,3883,Europa,False,B/150/S,B,S,BS,TRAPPIST-1e,38.0,21-40,False,0.0,3060.0,0.0,4.0,2325.0,2329.0,Mesarga Unreezy,False
3883_03,03,3883,Europa,True,B/150/S,B,S,BS,55 Cancri e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Dira Unreezy,True
3886_01,01,3886,Earth,True,G/633/P,G,P,GP,PSO J318.5-22,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Nicey Moreman,True
3888_01,01,3888,Earth,False,G/633/S,G,S,GS,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,,True
3890_01,01,3890,Earth,True,G/634/S,G,S,GS,TRAPPIST-1e,21.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Dorie Weissey,True
3894_01,01,3894,Earth,False,F/735/S,F,S,FS,PSO J318.5-22,18.0,0-20,False,0.0,525.0,0.0,0.0,84.0,84.0,Stald Vinozarks,True
3895_01,01,3895,Mars,True,E/233/P,E,P,EP,TRAPPIST-1e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Wolous Anpie,False
3895_02,02,3895,Mars,False,E/233/P,E,P,EP,TRAPPIST-1e,27.0,21-40,False,847.0,0.0,4.0,0.0,1.0,848.0,Swal Anpie,False
3895_03,03,3895,Mars,False,E/233/P,E,P,EP,TRAPPIST-1e,5.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Cranch Anpie,True
3896_01,01,3896,Earth,False,C/140/S,C,S,CS,55 Cancri e,18.0,0-20,False,0.0,4387.0,0.0,2241.0,0.0,2241.0,Ainoxa Preeldy,True
3897_01,01,3897,Earth,True,G/635/P,G,P,GP,TRAPPIST-1e,25.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Elson Peckers,False
3898_01,01,3898,Earth,True,G/636/S,G,S,GS,TRAPPIST-1e,14.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Moniey Vinston,True
3899_01,01,3899,Europa,True,E/234/P,E,P,EP,TRAPPIST-1e,23.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Kaffias Ingwhed,True
3903_01,01,3903,Earth,False,G/636/P,G,P,GP,55 Cancri e,2.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Glendy Doughan,False
3903_02,02,3903,Earth,True,G/636/P,G,P,GP,TRAPPIST-1e,1.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Anton Booness,False
3903_03,03,3903,Earth,True,G/636/P,G,P,GP,55 Cancri e,7.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,,True
3903_04,04,3903,Earth,False,G/636/P,G,P,GP,PSO J318.5-22,6.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Deanne Emenez,False
3903_05,05,3903,Earth,False,F/804/P,F,P,FP,TRAPPIST-1e,56.0,41-60,False,967.0,0.0,0.0,3.0,0.0,970.0,Tricky Doughan,False
3903_06,06,3903,Earth,True,G/636/P,G,P,GP,55 Cancri e,4.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Iandy Doughan,True
3904_01,01,3904,Earth,False,G/637/S,G,S,GS,TRAPPIST-1e,65.0,60+,False,0.0,0.0,0.0,0.0,909.0,909.0,Joanie Charpelaney,False
3907_01,01,3907,Earth,True,G/639/S,G,S,GS,TRAPPIST-1e,36.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Scotty Richan,True
3909_01,01,3909,Europa,True,C/141/S,C,S,CS,TRAPPIST-1e,25.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alcorix Scoudelle,True
3911_01,01,3911,Earth,False,F/736/S,F,S,FS,TRAPPIST-1e,41.0,41-60,False,6.0,1.0,11.0,1046.0,0.0,1052.0,Billa Petermandez,False
3911_02,02,3911,Earth,False,E/260/S,E,S,ES,TRAPPIST-1e,20.0,0-20,False,9.0,0.0,1462.0,94.0,54.0,157.0,France Pentss,True
3911_03,03,3911,Earth,True,G/640/S,G,S,GS,PSO J318.5-22,18.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,,True
3912_01,01,3912,Earth,False,F/737/S,F,S,FS,TRAPPIST-1e,15.0,0-20,False,309.0,28.0,496.0,20.0,49.0,378.0,Carona Cartiz,True
3913_01,01,3913,Earth,False,F/738/S,F,S,FS,TRAPPIST-1e,23.0,21-40,False,0.0,93.0,1.0,0.0,542.0,542.0,Catha Waterson,False
3913_02,02,3913,Earth,False,F/738/S,F,S,FS,PSO J318.5-22,29.0,21-40,False,0.0,2.0,553.0,44.0,0.0,44.0,Ermank Waterson,False
3915_01,01,3915,Earth,True,G/641/S,G,S,GS,TRAPPIST-1e,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Leondy Mayods,True
3916_01,01,3916,Europa,False,D/128/S,D,S,DS,TRAPPIST-1e,14.0,0-20,False,2.0,881.0,0.0,578.0,214.0,794.0,Cellus Ciplanke,False
3916_02,02,3916,Europa,True,D/128/S,D,S,DS,55 Cancri e,55.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Alhenah Ciplanke,True
3917_01,01,3917,Europa,False,B/124/P,B,P,BP,TRAPPIST-1e,30.0,21-40,False,0.0,690.0,0.0,49.0,2264.0,2313.0,Shabih Esseal,False
3919_01,01,3919,Earth,False,F/806/P,F,P,FP,TRAPPIST-1e,21.0,21-40,False,0.0,0.0,0.0,65.0,480.0,545.0,Vina Blace,False
3921_01,01,3921,Earth,False,E/262/S,E,S,ES,TRAPPIST-1e,26.0,21-40,False,35.0,42.0,711.0,0.0,0.0,35.0,Felice Kramosley,True
3922_01,01,3922,Earth,True,G/641/P,G,P,GP,PSO J318.5-22,33.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Melica Bardsey,True
3923_01,01,3923,Earth,False,F/808/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,95.0,0.0,0.0,13.0,622.0,730.0,Jenne Cofferson,False
3923_02,02,3923,Earth,True,G/642/P,G,P,GP,TRAPPIST-1e,9.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Isaacy Cofferson,True
3923_03,03,3923,Earth,True,G/642/P,G,P,GP,55 Cancri e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Kaye Cofferson,True
3924_01,01,3924,Earth,False,E/263/S,E,S,ES,55 Cancri e,19.0,0-20,False,0.0,47.0,0.0,263.0,384.0,647.0,Nance Reenon,True
3926_01,01,3926,Earth,False,F/810/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,716.0,0.0,0.0,0.0,0.0,716.0,Wine Fowlesterez,False
3927_01,01,3927,Europa,False,C/142/S,C,S,CS,55 Cancri e,38.0,21-40,False,55.0,1258.0,0.0,650.0,10786.0,11491.0,Skyrmak Tionstious,False
3927_02,02,3927,Europa,False,C/142/S,C,S,CS,55 Cancri e,42.0,41-60,False,0.0,1249.0,0.0,1313.0,1148.0,2461.0,Alar Tionstious,True
3928_01,01,3928,Europa,False,E/264/S,E,S,ES,TRAPPIST-1e,28.0,21-40,False,3.0,1300.0,0.0,1250.0,1148.0,2401.0,Anchird Witeronfus,False
3928_02,02,3928,Europa,True,E/264/S,E,S,ES,55 Cancri e,37.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Alrak Witeronfus,True
3930_01,01,3930,Earth,False,F/740/S,F,S,FS,55 Cancri e,29.0,21-40,False,0.0,0.0,0.0,1819.0,1.0,1820.0,Dell Mcguirez,False
3931_01,01,3931,Earth,False,F/811/P,F,P,FP,55 Cancri e,42.0,41-60,False,0.0,218.0,0.0,481.0,2.0,483.0,Denis Sandry,False
3932_01,01,3932,Mars,False,E/265/S,E,S,ES,TRAPPIST-1e,18.0,0-20,False,659.0,0.0,2316.0,0.0,23.0,682.0,Cint Vlate,True
3932_02,02,3932,Mars,False,D/129/S,D,S,DS,55 Cancri e,34.0,21-40,False,2.0,0.0,805.0,29.0,0.0,31.0,Fal Vlate,True
3933_01,01,3933,Earth,True,G/642/S,G,S,GS,55 Cancri e,34.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Gileen Coleyanglas,True
3935_01,01,3935,Earth,True,G/643/S,G,S,GS,PSO J318.5-22,18.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Walla Mccarveymon,False
3936_01,01,3936,Earth,False,G/644/S,G,S,GS,TRAPPIST-1e,24.0,21-40,False,3537.0,0.0,0.0,0.0,0.0,3537.0,Carley Sancasey,False
3937_01,01,3937,Earth,False,F/742/S,F,S,FS,TRAPPIST-1e,24.0,21-40,False,45.0,588.0,5.0,7.0,0.0,52.0,Vanie Rossey,True
3938_01,01,3938,Mars,True,F/743/S,F,S,FS,TRAPPIST-1e,56.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,,True
3938_02,02,3938,Mars,True,F/743/S,F,S,FS,TRAPPIST-1e,2.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Dies Flité,True
3938_03,03,3938,Mars,True,F/743/S,F,S,FS,TRAPPIST-1e,12.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Gut Flité,True
3939_01,01,3939,Earth,False,E/237/P,E,P,EP,TRAPPIST-1e,37.0,21-40,False,772.0,0.0,840.0,1.0,5.0,778.0,Eriana Alberts,False
3940_01,01,3940,Mars,False,D/132/P,D,P,DP,TRAPPIST-1e,60.0,41-60,True,2739.0,0.0,0.0,0.0,0.0,2739.0,Trisp Apie,False
3941_01,01,3941,Earth,True,G/643/P,G,P,GP,TRAPPIST-1e,55.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Adanne Mejiaddox,False
3942_01,01,3942,Earth,True,G/645/S,G,S,GS,PSO J318.5-22,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Floyde Grahangory,False
3944_01,01,3944,Mars,False,F/745/S,F,S,FS,TRAPPIST-1e,28.0,21-40,False,629.0,0.0,659.0,607.0,0.0,1236.0,Crin Stike,False
3945_01,01,3945,Earth,True,G/644/P,G,P,GP,TRAPPIST-1e,28.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Ivanne Lambles,False
3946_01,01,3946,Mars,False,F/812/P,F,P,FP,TRAPPIST-1e,37.0,21-40,False,14.0,0.0,91.0,1203.0,0.0,1217.0,Lles Parta,False
3948_01,01,3948,Earth,False,F/814/P,F,P,FP,TRAPPIST-1e,18.0,0-20,False,325.0,0.0,477.0,50.0,5.0,380.0,Erick Castron,False
3949_01,01,3949,Earth,False,E/238/P,E,P,EP,TRAPPIST-1e,14.0,0-20,False,781.0,0.0,1.0,4.0,1.0,786.0,Denis Burraymons,False
3950_01,01,3950,Europa,False,C/143/S,C,S,CS,TRAPPIST-1e,29.0,21-40,False,3478.0,11153.0,15.0,203.0,15.0,3696.0,Mirara Steary,True
3952_01,01,3952,Earth,False,F/746/S,F,S,FS,TRAPPIST-1e,51.0,41-60,False,0.0,0.0,0.0,544.0,12.0,556.0,Earlie Rodricker,False
3954_01,01,3954,Earth,True,G/647/S,G,S,GS,TRAPPIST-1e,45.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Arlen Blacks,False
3955_01,01,3955,Earth,True,G/648/S,G,S,GS,TRAPPIST-1e,45.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Morrie Gamberson,True
3958_01,01,3958,Mars,False,F/747/S,F,S,FS,TRAPPIST-1e,41.0,41-60,False,1144.0,12.0,14.0,22.0,0.0,1166.0,Bun Sau,False
3959_01,01,3959,Earth,False,G/646/P,G,P,GP,TRAPPIST-1e,21.0,21-40,False,0.0,80.0,255.0,0.0,5190.0,5190.0,Leahy Sullones,False
3959_02,02,3959,Earth,False,F/817/P,F,P,FP,TRAPPIST-1e,28.0,21-40,False,653.0,0.0,0.0,0.0,20.0,673.0,Elanie Sullones,False
3959_03,03,3959,Earth,True,G/646/P,G,P,GP,55 Cancri e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Maya Sullones,True
3960_01,01,3960,Earth,False,F/748/S,F,S,FS,TRAPPIST-1e,46.0,41-60,False,0.0,0.0,0.0,0.0,880.0,880.0,Shanie Herreras,False
3961_01,01,3961,Mars,True,F/749/S,F,S,FS,TRAPPIST-1e,41.0,41-60,False,0.0,0.0,0.0,0.0,0.0,0.0,Wheals Peake,True
3962_01,01,3962,Earth,False,G/647/P,G,P,GP,55 Cancri e,13.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Hughy Guerson,True
3962_02,02,3962,Earth,False,E/239/P,E,P,EP,PSO J318.5-22,55.0,41-60,False,0.0,1203.0,0.0,0.0,446.0,446.0,Brance Guerson,False
3963_01,01,3963,Earth,False,G/648/P,G,P,GP,PSO J318.5-22,20.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Cassa Bradlerson,True
3964_01,01,3964,Earth,True,G/650/S,G,S,GS,TRAPPIST-1e,21.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Estina Chanan,True
3966_01,01,3966,Earth,False,F/818/P,F,P,FP,TRAPPIST-1e,49.0,41-60,False,324.0,275.0,0.0,0.0,0.0,324.0,Lillia Kerristicey,False
3966_02,02,3966,Earth,False,G/649/P,G,P,GP,TRAPPIST-1e,27.0,21-40,False,0.0,0.0,1020.0,0.0,0.0,0.0,Fanna Kerristicey,True
3966_03,03,3966,Earth,False,G/649/P,G,P,GP,TRAPPIST-1e,0.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Adriet Kerristicey,True
3967_01,01,3967,Mars,False,F/819/P,F,P,FP,TRAPPIST-1e,22.0,21-40,False,886.0,55.0,0.0,0.0,0.0,886.0,Ray Seen,False
3968_01,01,3968,Earth,True,G/650/P,G,P,GP,TRAPPIST-1e,17.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Louisa Briggins,False
3970_01,01,3970,Mars,False,F/751/S,F,S,FS,TRAPPIST-1e,23.0,21-40,False,355.0,0.0,764.0,0.0,0.0,355.0,Cowl Blake,True
3971_01,01,3971,Earth,False,G/651/P,G,P,GP,TRAPPIST-1e,44.0,41-60,False,39.0,821.0,0.0,7.0,41.0,87.0,Joanry Brighttt,False
3973_01,01,3973,Europa,True,E/240/P,E,P,EP,TRAPPIST-1e,29.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Astorux Reedectied,True
3974_01,01,3974,Earth,False,F/752/S,F,S,FS,TRAPPIST-1e,19.0,0-20,False,0.0,0.0,5.0,756.0,0.0,756.0,Karia Davens,True
3974_02,02,3974,Earth,True,G/652/S,G,S,GS,TRAPPIST-1e,3.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Janee Davens,True
3976_01,01,3976,Europa,False,G/160/P,G,P,GP,TRAPPIST-1e,29.0,21-40,False,0.0,7164.0,0.0,58.0,1.0,59.0,Thab Patoetic,True
3977_01,01,3977,Earth,False,E/241/P,E,P,EP,TRAPPIST-1e,19.0,0-20,False,46.0,0.0,675.0,0.0,0.0,46.0,Tyrony Quinnedy,True
3980_01,01,3980,Earth,True,G/653/P,G,P,GP,TRAPPIST-1e,22.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Hencey Garrincent,True
3981_01,01,3981,Earth,False,G/160/P,G,P,GP,PSO J318.5-22,33.0,21-40,False,400.0,270.0,33.0,0.0,0.0,400.0,Pamont Carvis,False
3984_01,01,3984,Earth,True,G/654/S,G,S,GS,PSO J318.5-22,27.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Regory Wilsoney,True
3985_01,01,3985,Earth,False,G/654/P,G,P,GP,TRAPPIST-1e,50.0,41-60,False,667.0,0.0,0.0,11.0,170.0,848.0,Leneva Hahnstoneal,False
3986_01,01,3986,Mars,False,F/755/S,F,S,FS,TRAPPIST-1e,54.0,41-60,False,1217.0,0.0,1.0,4.0,0.0,1221.0,Poot Pine,False
3986_02,02,3986,Mars,False,F/755/S,F,S,FS,TRAPPIST-1e,43.0,41-60,False,1448.0,0.0,150.0,0.0,0.0,1448.0,Crowls Pine,False
3987_01,01,3987,Earth,False,F/822/P,F,P,FP,TRAPPIST-1e,17.0,0-20,False,103.0,2183.0,0.0,16.0,0.0,119.0,Irmark Briggston,True
3988_01,01,3988,Mars,False,D/134/P,D,P,DP,TRAPPIST-1e,26.0,21-40,False,1632.0,0.0,80.0,7.0,0.0,1639.0,Beal Soun,False
3991_01,01,3991,Earth,False,F/823/P,F,P,FP,TRAPPIST-1e,44.0,41-60,False,1258.0,3.0,0.0,1.0,0.0,1259.0,Elle Joycerton,False
3992_01,01,3992,Earth,False,F/756/S,F,S,FS,PSO J318.5-22,51.0,41-60,False,0.0,0.0,10.0,1098.0,0.0,1098.0,Sta Barrelliver,False
3994_01,01,3994,Europa,True,B/152/S,B,S,BS,TRAPPIST-1e,29.0,21-40,False,0.0,0.0,0.0,0.0,0.0,0.0,Challa Unretereng,True
3995_01,01,3995,Earth,False,G/655/P,G,P,GP,TRAPPIST-1e,4.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Ale Casonston,False
3995_02,02,3995,Earth,False,F/825/P,F,P,FP,PSO J318.5-22,40.0,21-40,False,0.0,0.0,310.0,1.0,421.0,422.0,Charly Casonston,False
3995_03,03,3995,Earth,False,G/655/P,G,P,GP,55 Cancri e,27.0,21-40,False,0.0,0.0,2.0,0.0,808.0,808.0,Colle Casonston,False
3995_04,04,3995,Earth,False,G/655/P,G,P,GP,TRAPPIST-1e,8.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Evey Casonston,False
3995_05,05,3995,Earth,False,G/655/P,G,P,GP,TRAPPIST-1e,3.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Ericky Casonston,False
3995_06,06,3995,Earth,False,G/655/P,G,P,GP,55 Cancri e,11.0,0-20,False,0.0,0.0,0.0,0.0,0.0,0.0,Karah Casonston,True
3996_01,01,3996,Earth,False,F/826/P,F,P,FP,PSO J318.5-22,24.0,21-40,False,16.0,0.0,1136.0,0.0,40.0,56.0,Willy Meyersones,True
3997_01,01,3997,Earth,False,G/657/S,G,S,GS,55 Cancri e,25.0,21-40,False,0.0,83.0,0.0,439.0,0.0,439.0,Aliedy Yanton,False
3998_01,01,3998,Europa,False,C/129/P,C,P,CP,55 Cancri e,28.0,21-40,False,89.0,4826.0,0.0,2.0,1598.0,1689.0,Batan Iniouser,True
3999_01,01,3999,Earth,False,G/656/P,G,P,GP,TRAPPIST-1e,25.0,21-40,False,0.0,1017.0,0.0,0.0,0.0,0.0,Genee Hayerson,False
